cc_no,pos_dt,cc_txn_amt
819,4,5000
821,1,15000
821,2,2400
821,3,200
821,4,21200
821,5,6400
821,6,2700
823,1,4400
823,2,4400
823,3,4300
823,4,2300
823,5,5700
823,6,4400
826,1,1200
826,2,1800
826,3,11200
826,4,1800
827,1,5300
827,3,3500
827,4,17400
827,5,300
828,1,4600
828,2,3300
828,3,9100
828,4,1100
828,5,2000
828,6,9500
829,3,17300
829,4,20200
829,5,101900
829,6,17900
830,3,14800
830,5,7000
831,1,1800
831,2,4500
831,3,3500
831,4,3000
831,5,4000
831,6,4000
833,1,5000
834,1,500
834,3,2000
834,4,1500
834,5,1000
834,6,1000
836,2,13000
836,5,14500
836,6,3000
837,1,4300
837,2,1500
837,3,2400
837,4,2700
837,5,2500
837,6,800
839,1,2700
839,3,14600
839,5,23100
839,6,10700
840,1,2300
840,2,6000
840,3,18500
840,4,19100
840,5,14600
840,6,13300
841,1,1800
841,2,600
841,3,800
841,5,1000
841,6,700
842,1,1200
842,3,800
842,4,1200
842,5,20000
843,5,29000
846,1,117300
846,2,11700
846,4,1700
846,5,71000
846,6,4600
848,1,1200
848,3,1800
848,4,1800
848,5,1100
848,6,2000
849,4,3000
849,5,9000
854,1,1800
854,4,3800
854,5,1500
857,1,43300
857,2,8600
857,3,11700
857,4,7000
857,5,49800
857,6,23800
858,1,2200
859,5,7500
859,6,900
862,3,3500
862,4,8000
862,5,9300
862,6,3000
863,1,3500
863,2,5000
863,3,15800
863,4,4300
863,5,3600
863,6,11000
864,1,38400
864,2,2900
864,3,26400
864,4,22600
864,5,20400
864,6,31700
867,1,25000
867,2,400
867,3,300
868,1,700
868,2,7500
868,5,800
869,1,3400
869,3,9200
869,4,4700
869,5,15600
869,6,1500
871,4,3300
871,5,500
872,1,1000
872,3,1000
872,4,1000
872,5,1000
872,6,500
875,1,1000
875,2,5700
875,4,6000
875,6,2900
879,4,9000
880,1,13500
880,2,6800
880,3,8400
880,4,3600
880,5,7200
880,6,15600
881,1,106400
881,2,28600
881,3,21400
881,4,44900
881,5,72200
881,6,28500
882,3,10900
883,1,900
883,2,1000
883,4,900
883,5,1000
883,6,1000
884,1,700
884,3,100
885,2,11800
885,3,3400
885,5,12800
885,6,41000
886,1,8200
886,2,9700
886,3,67000
886,5,2100
888,1,700
888,2,2000
888,3,300
888,4,2300
888,5,5500
888,6,2300
891,1,1100
891,2,1200
891,3,1300
891,5,1200
891,6,1200
892,6,52600
893,2,10000
894,1,3700
894,2,1400
894,3,2700
894,4,3600
894,5,2700
894,6,4000
898,1,1800
898,2,700
898,4,300
898,5,7300
898,6,1900
905,4,5300
905,5,1400
909,2,54900
909,3,80300
909,4,30700
909,5,5300
909,6,14700
910,2,18000
910,5,700
910,6,14400
914,1,10000
915,1,66400
915,3,35700
915,4,15200
915,5,1100
915,6,45400
917,1,4800
917,2,4100
917,3,3400
917,4,3700
917,5,2400
917,6,3900
920,1,19600
920,2,33200
920,3,700
920,4,700
920,5,700
920,6,4300
921,1,100
922,1,18400
922,2,18600
922,3,8900
922,4,5400
922,5,59900
922,6,27500
923,4,2600
924,4,7000
924,5,12300
924,6,6900
927,1,26700
927,2,73900
927,3,65300
927,4,53900
927,5,20200
927,6,28400
929,1,1200
929,2,22000
929,3,21500
929,4,300
929,5,1300
929,6,2300
931,1,3000
933,1,1293100
933,2,1122200
933,3,1686700
933,4,1410500
933,5,2439100
933,6,2316800
935,6,2000
936,1,11300
936,2,13100
936,3,7100
936,4,2500
936,5,3700
936,6,8000
937,1,146200
937,2,1600
937,3,99400
937,4,9000
937,5,8200
937,6,7000
938,1,2700
938,3,700
938,4,700
938,5,5000
939,1,8600
939,2,5900
939,3,800
939,4,1600
939,5,2800
939,6,3300
940,2,5300
940,3,300
940,4,3300
940,6,1700
942,1,31800
942,2,29400
942,3,4500
942,4,7300
942,5,3900
947,1,3000
947,3,3500
947,4,1000
950,1,7600
950,2,1100
950,3,3200
950,4,12200
950,5,22400
950,6,5000
951,3,130300
951,4,105500
951,5,115700
951,6,331000
952,1,9400
952,2,5700
952,3,5300
952,4,5400
952,5,4700
952,6,5600
953,1,4600
953,2,1000
953,3,6200
953,4,4100
953,5,3200
953,6,3600
958,1,25000
960,1,48300
960,2,25300
960,3,31400
960,4,20000
960,5,34800
960,6,37800
961,1,16800
961,2,65700
961,3,15700
961,4,20900
961,5,1700
961,6,17400
962,1,10600
963,1,28200
963,2,22600
963,3,4000
963,4,99400
963,5,4200
963,6,800
965,5,20000
966,3,5400
966,4,23500
966,5,18000
966,6,5400
967,1,19900
967,2,10400
967,3,12800
967,4,13600
967,5,71200
967,6,53900
968,1,1900
968,2,1300
968,3,1800
968,4,1800
968,5,1800
968,6,1100
969,4,3000
969,5,8000
969,6,3000
970,5,2000
970,6,7000
973,4,21800
973,6,26000
975,1,19300
975,3,5300
975,6,5800
976,1,10700
976,2,6000
976,5,17000
976,6,500
977,1,5300
977,2,27900
977,3,11500
977,4,29700
977,5,8200
977,6,8100
979,1,29400
980,1,30300
980,4,2200
980,5,15700
980,6,11000
983,1,13900
983,2,2400
983,4,300
985,1,3800
985,2,1500
985,3,7300
985,4,6700
985,5,20900
985,6,2200
986,3,8500
986,4,8500
986,5,1800
986,6,1500
988,6,2300
991,5,700
991,6,2100
992,1,117000
992,2,14500
992,3,78600
992,4,112400
992,5,81000
992,6,155800
993,1,14000
993,2,600
993,5,6700
994,1,1500
994,2,200
994,5,1200
996,1,18900
996,2,5500
996,3,11300
996,4,7100
996,5,10000
996,6,5100
999,1,15000
1000,1,4000
1000,2,1700
1000,3,1700
1000,5,2000
1000,6,3200
1002,3,35000
1002,4,6700
1002,5,36800
1002,6,23400
1004,2,1700
1004,3,3200
1004,4,12700
1004,5,9700
1004,6,1000
1006,2,1000
1006,3,1600
1006,4,1000
1006,5,1000
1006,6,1000
1007,1,4800
1007,3,4800
1007,6,4600
1009,1,3100
1009,2,1600
1009,3,4800
1009,4,6500
1009,5,1000
1009,6,1000
1011,1,7500
1011,2,3100
1011,3,14900
1011,4,12300
1011,5,21100
1011,6,33600
1012,1,11000
1012,2,11000
1012,3,4900
1012,4,31000
1012,5,6700
1012,6,900
1013,1,1800
1013,2,2300
1013,3,1800
1013,4,2100
1013,5,1500
1013,6,4200
1014,1,3500
1014,3,3400
1014,4,3500
1014,5,3500
1014,6,3400
1015,3,19400
1015,4,20700
1015,5,73700
1015,6,30700
1016,1,500
1016,3,700
1016,4,4100
1016,6,500
1017,1,8800
1017,2,500
1017,3,11400
1017,5,3500
1017,6,13000
1020,1,2100
1020,2,2000
1020,4,3800
1020,5,2000
1021,4,2100
1023,2,4600
1023,4,9200
1023,5,15000
1025,1,10000
1025,4,10000
1025,5,2000
1026,3,11900
1026,4,800
1028,1,1300
1028,2,25100
1028,3,5400
1028,4,8800
1028,5,28100
1028,6,2700
1029,1,40200
1029,3,10200
1029,4,4900
1029,5,3000
1029,6,3000
1030,1,2900
1030,2,1700
1030,3,3400
1030,4,4500
1030,5,12800
1030,6,5600
1031,2,2300
1031,4,1000
1032,1,10000
1032,2,10600
1032,3,6900
1032,4,4600
1032,5,6100
1032,6,3000
1033,1,4000
1033,2,6000
1033,3,5000
1033,5,5000
1033,6,5000
1034,1,300
1034,2,600
1034,3,600
1034,4,700
1034,5,1500
1034,6,600
1037,1,1400
1037,5,1600
1038,2,138000
1038,3,25100
1038,4,600
1038,5,206400
1038,6,3500
1039,1,7000
1039,3,2000
1039,4,8000
1039,5,4000
1039,6,13700
1040,1,13200
1040,2,31700
1040,4,14900
1040,6,13200
1041,1,8000
1041,2,6000
1041,3,10600
1041,4,6000
1041,5,11700
1041,6,10200
1042,5,10000
1042,6,3200
1043,1,2900
1043,2,1100
1043,3,1200
1043,4,1100
1043,5,1700
1043,6,700
1044,2,4000
1046,1,2000
1046,3,1000
1046,6,1000
1047,1,4500
1047,2,3000
1047,4,6000
1048,2,5000
1049,5,1000
1054,1,2500
1054,2,700
1054,3,300
1054,4,1200
1054,5,900
1054,6,1100
1055,5,3100
1056,1,4800
1056,2,3000
1056,3,4400
1056,4,22500
1056,5,12100
1056,6,4000
1060,1,700
1060,2,1000
1060,3,1000
1060,4,1800
1060,6,1200
1062,2,3600
1062,3,3600
1062,4,3600
1062,5,3600
1062,6,3600
1063,1,4500
1063,4,4000
1063,5,6000
1064,3,10000
1064,6,9000
1065,1,18900
1065,2,17900
1065,3,22600
1065,4,18200
1065,5,8700
1065,6,20600
1066,1,2700
1066,2,5300
1066,3,13200
1066,4,4700
1066,5,4500
1066,6,1300
1067,1,4000
1067,2,4000
1067,3,4200
1067,4,3900
1067,5,3300
1067,6,4000
1069,2,2500
1069,3,8700
1071,1,1500
1072,2,1500
1072,4,1700
1073,1,1000
1073,2,500
1073,3,1000
1073,4,1500
1074,5,14500
1075,1,4500
1075,2,3700
1075,3,5100
1075,6,5700
1076,3,5000
1076,6,5000
1079,4,3000
1082,1,900
1082,2,2400
1082,3,2700
1082,4,2000
1082,5,1600
1082,6,2200
1085,3,2900
1085,4,2700
1086,1,800
1087,1,400
1087,2,900
1087,3,2700
1087,4,400
1087,5,400
1087,6,400
1088,1,2200
1088,2,2400
1088,3,3000
1088,4,2400
1088,5,2300
1090,1,800
1090,3,1600
1090,5,800
1090,6,600
1091,1,9000
1091,2,4300
1091,3,2800
1091,4,3300
1092,1,1000
1092,4,800
1092,5,1400
1092,6,7100
1093,1,1400
1093,2,1000
1093,3,1100
1093,5,2100
1093,6,600
1094,1,146600
1094,5,62100
1095,1,6300
1095,2,1400
1095,3,1200
1095,4,1900
1095,5,1500
1095,6,1900
1099,3,500
1099,6,10800
1102,1,3900
1102,2,4000
1102,3,3100
1102,4,5800
1102,5,4300
1102,6,3500
1103,1,1500
1103,2,900
1103,3,100
1103,4,7700
1103,5,6100
1103,6,3000
1105,3,1700
1105,5,3200
1108,4,17000
1108,6,2500
1109,1,23900
1109,2,8200
1109,3,12900
1109,4,5000
1109,5,18900
1109,6,4400
1110,1,20400
1110,2,1400
1110,3,4100
1110,4,12000
1110,5,2600
1110,6,14800
1111,1,100
1111,4,2100
1111,5,16700
1111,6,88900
1112,5,15000
1112,6,5000
1114,1,19000
1114,2,11000
1114,3,16000
1114,4,59400
1114,5,51900
1114,6,7000
1115,4,8000
1116,2,6400
1116,3,6400
1116,4,5700
1116,5,5800
1116,6,5800
1117,1,13000
1117,2,25600
1117,3,800
1117,4,3600
1117,5,2700
1117,6,3000
1118,4,2000
1118,6,500
1119,1,3600
1119,2,700
1119,4,500
1119,5,1000
1119,6,4700
1120,2,2400
1120,3,8000
1120,4,2400
1120,5,8100
1120,6,5300
1122,2,1900
1122,4,1200
1124,6,10000
1125,1,4800
1125,2,3000
1125,3,3400
1125,4,300
1125,5,26600
1125,6,7600
1126,2,7000
1126,3,5800
1126,6,1000
1128,3,3400
1128,5,3400
1128,6,5000
1129,1,6500
1129,2,6900
1129,3,6000
1129,4,15200
1129,6,11900
1131,1,17000
1131,2,6200
1131,3,16700
1131,4,4500
1131,5,12500
1133,5,25000
1137,2,6700
1137,3,14000
1137,4,14100
1137,5,6300
1137,6,4400
1139,1,2000
1139,2,1000
1139,3,3600
1139,4,2000
1139,6,1000
1140,3,10000
1140,4,5000
1143,1,2900
1143,2,8600
1143,4,1400
1143,6,8000
1144,2,2500
1144,4,2200
1145,1,7500
1145,3,7400
1145,4,500
1145,5,14000
1146,1,1300
1146,2,1300
1146,3,1300
1146,4,1300
1146,5,1300
1148,1,13800
1148,3,5400
1148,4,11100
1148,5,4600
1148,6,400
1151,1,13000
1151,2,7000
1151,3,1700
1151,4,5800
1151,5,7700
1152,1,1000
1152,2,3000
1152,3,2000
1152,6,500
1153,2,13200
1153,4,1900
1153,5,3400
1153,6,1700
1155,5,40000
1155,6,3800
1157,4,1000
1158,1,4400
1158,2,13200
1158,3,38100
1158,4,33700
1158,5,14500
1158,6,11700
1159,3,800
1159,5,1000
1160,1,2400
1160,2,3600
1160,3,400
1160,4,2300
1160,5,8100
1160,6,16900
1161,6,14800
1164,1,18700
1164,6,2300
1165,1,3000
1165,5,9000
1166,2,600
1166,4,900
1166,5,400
1166,6,400
1167,2,2500
1167,3,1100
1168,5,16500
1168,6,12500
1174,3,1000
1174,4,1100
1174,5,1000
1174,6,1000
1177,1,1700
1177,2,1000
1177,3,1500
1177,4,1000
1177,5,900
1179,1,5300
1179,5,23400
1180,6,300
1183,1,1800
1183,2,6900
1183,3,1400
1183,6,10000
1186,1,1000
1186,2,1500
1186,3,1000
1186,6,2000
1188,5,75700
1188,6,36100
1189,1,2600
1191,3,4000
1192,1,3400
1192,4,39800
1192,5,19200
1192,6,1000
1193,2,21000
1193,3,13000
1193,5,5500
1193,6,13000
1195,1,3800
1195,2,5800
1195,3,2200
1195,4,6400
1195,5,2100
1195,6,5500
1196,2,11400
1196,3,107400
1196,4,13300
1196,5,2300
1196,6,6100
1198,2,1600
1198,3,2300
1198,5,8300
1198,6,800
1200,1,47800
1200,2,31400
1200,3,31100
1200,4,2000
1200,5,14000
1201,4,2400
1202,3,10000
1202,4,15000
1203,3,23700
1203,5,2200
1204,5,600
1204,6,20000
1207,1,3700
1207,2,1600
1207,3,2600
1207,4,6500
1207,5,1800
1207,6,1400
1208,3,1000
1208,4,1500
1208,5,2800
1209,1,2300
1209,2,3400
1209,3,1600
1209,4,3400
1209,5,700
1210,2,500
1210,4,7000
1211,1,7700
1211,2,6000
1211,3,9000
1211,4,1400
1211,5,6500
1211,6,6000
1213,1,200
1213,2,500
1213,3,1400
1213,4,200
1213,5,200
1216,1,20000
1216,2,20000
1216,3,10000
1216,4,12000
1216,5,10000
1216,6,10000
1217,4,6400
1217,6,2000
1219,2,2200
1219,3,2500
1219,6,2200
1220,1,2400
1220,2,9000
1220,4,1100
1220,5,1000
1223,1,400
1223,2,5600
1223,3,600
1223,4,2400
1223,5,8600
1223,6,1500
1224,1,5500
1224,2,7700
1224,3,7300
1224,4,6500
1224,5,10100
1224,6,11700
1225,2,900
1225,6,1000
1226,1,30000
1226,2,77100
1226,3,35400
1226,4,3000
1226,5,104100
1226,6,46500
1227,1,6100
1227,2,3700
1227,3,4000
1227,4,1600
1227,5,600
1227,6,4500
1229,2,600
1229,5,1600
1229,6,800
1230,1,3000
1230,2,3000
1230,3,1500
1230,4,18000
1230,5,1500
1230,6,2500
1232,1,3700
1232,2,3000
1232,3,11700
1232,4,7100
1232,5,21500
1232,6,11200
1233,2,2600
1233,3,1300
1233,5,2400
1233,6,1400
1234,6,7000
1235,2,2000
1235,3,2000
1235,4,5000
1235,5,2000
1235,6,2000
1236,1,500
1236,2,300
1236,3,500
1236,5,500
1236,6,400
1237,1,13300
1237,2,22200
1237,3,18500
1237,4,22300
1237,5,5700
1237,6,41900
1239,1,10400
1239,2,16100
1239,3,15000
1239,4,13200
1239,5,42400
1239,6,62700
1240,1,4600
1240,2,5700
1240,3,1800
1240,4,2100
1240,5,1100
1240,6,3900
1241,1,700
1241,3,7100
1241,4,2600
1241,5,200
1241,6,3000
1242,1,5400
1242,2,5100
1242,3,4700
1242,4,3000
1242,5,123800
1242,6,20100
1243,1,23900
1243,2,16100
1243,3,32700
1243,4,22600
1243,5,19200
1243,6,18000
1244,1,25000
1244,3,9500
1245,1,19300
1245,2,6500
1245,3,12200
1245,4,29900
1245,5,32500
1245,6,33100
1246,1,2000
1246,2,2000
1246,3,2300
1246,5,2000
1246,6,2200
1247,1,4200
1247,2,3200
1247,3,4000
1247,4,600
1247,5,3800
1247,6,2200
1251,6,10000
1254,1,26000
1254,2,4300
1254,3,300
1254,4,300
1254,5,1200
1254,6,1000
1255,2,2000
1255,3,11000
1255,5,15900
1261,1,800
1261,2,1600
1261,3,800
1261,5,700
1261,6,900
1262,1,10000
1262,2,3100
1262,3,2800
1262,4,7500
1262,5,10700
1262,6,7400
1263,1,4900
1263,2,94000
1263,3,24800
1263,4,25400
1263,5,36500
1263,6,17600
1264,1,22800
1264,2,700
1264,3,700
1271,3,3500
1272,1,1400
1272,5,5000
1273,6,8000
1274,6,4000
1275,2,9400
1275,4,3000
1275,5,4000
1275,6,10000
1276,4,33400
1276,5,5400
1276,6,18000
1277,1,6000
1277,2,3000
1277,3,2000
1278,1,24300
1278,2,3600
1278,3,3600
1278,4,3800
1278,5,1400
1278,6,2500
1279,1,2000
1279,3,1000
1279,5,2000
1279,6,1300
1280,1,11800
1280,2,7200
1280,3,1400
1280,4,4600
1280,5,600
1280,6,5300
1282,6,8500
1283,1,6800
1283,2,26000
1283,3,22600
1283,4,12400
1283,5,1900
1283,6,24500
1284,3,20000
1284,4,10000
1284,5,28800
1285,2,2500
1285,3,13600
1285,4,6400
1285,5,47900
1285,6,5800
1286,1,19600
1286,2,5500
1286,3,7900
1286,4,5000
1286,5,13000
1286,6,4800
1288,1,17900
1288,2,500
1288,3,5000
1288,4,1700
1288,5,9800
1288,6,5500
1289,1,2000
1289,2,10000
1289,4,12500
1289,6,10000
1291,1,7000
1291,2,7000
1291,3,3000
1291,4,5100
1291,5,6300
1291,6,7600
1292,1,400
1292,2,2900
1292,3,5600
1292,4,3200
1292,5,6500
1292,6,41500
1293,1,8000
1293,2,7000
1293,4,7000
1293,6,6500
1294,2,63600
1294,3,63200
1294,4,150000
1294,5,40000
1295,3,90000
1295,4,60000
1296,2,17000
1296,3,2100
1296,5,700
1298,1,30100
1298,2,23600
1298,5,15500
1299,1,6000
1299,3,200
1299,4,1500
1299,6,10100
1301,1,2300
1302,1,2200
1302,3,2200
1302,4,1200
1302,6,28800
1303,2,14000
1303,3,1400
1304,1,7100
1304,2,14200
1304,4,21600
1304,5,100
1304,6,600
1306,1,300
1306,2,300
1306,3,300
1306,4,7000
1306,5,300
1307,2,5000
1307,5,11000
1308,2,4000
1310,1,3900
1310,2,1400
1310,3,3000
1310,4,2800
1310,6,2100
1311,1,10000
1311,3,14000
1311,5,5700
1312,4,500
1312,6,300
1314,1,2400
1314,2,9600
1314,3,6700
1314,4,13000
1314,5,17200
1314,6,6200
1315,1,11300
1315,2,14200
1315,3,21600
1315,4,30300
1315,5,35100
1315,6,20600
1316,1,15800
1316,2,13200
1316,3,7700
1316,4,26900
1316,5,30700
1316,6,85700
1318,1,700
1318,4,1000
1318,5,1000
1318,6,1400
1319,1,6000
1319,2,10500
1319,3,8800
1319,4,5600
1319,5,5900
1319,6,5300
1321,1,92000
1321,2,15800
1321,3,44600
1321,4,15800
1321,5,86000
1321,6,24600
1323,4,6000
1325,1,2700
1325,2,13400
1325,3,300
1326,5,3000
1326,6,2100
1327,5,6500
1330,1,400
1330,6,500
1331,1,1000
1331,2,3600
1331,3,2900
1331,4,1700
1331,5,2700
1331,6,2300
1334,1,2100
1334,4,4600
1334,5,7700
1334,6,6300
1335,1,5100
1335,2,2800
1335,3,2700
1335,4,500
1335,5,2500
1335,6,2200
1337,1,30800
1337,2,21500
1337,3,32400
1337,4,12700
1337,5,18700
1337,6,18100
1338,2,1000
1338,3,4800
1338,4,14600
1339,1,2500
1339,2,2900
1339,3,2600
1339,4,2900
1339,6,2900
1341,1,28900
1341,2,75500
1341,3,20800
1341,4,43800
1341,5,19200
1341,6,44500
1343,5,22000
1344,1,3900
1344,3,2100
1344,4,11300
1344,5,9800
1344,6,3100
1347,1,5200
1347,3,2200
1347,4,6400
1347,5,2200
1347,6,1900
1348,1,800
1348,2,1000
1348,3,5300
1349,1,900
1350,1,8800
1350,2,1600
1350,4,1500
1350,5,300
1350,6,29600
1351,2,1100
1351,4,600
1351,6,2400
1353,1,3300
1353,3,8100
1353,4,4300
1353,5,1000
1353,6,3800
1355,1,5400
1355,2,26800
1355,3,19100
1355,4,6200
1355,5,12300
1355,6,7600
1356,5,10000
1358,1,3200
1358,2,17600
1358,3,6000
1358,4,2300
1358,5,4500
1358,6,12400
1366,1,1700
1366,5,7600
1366,6,3700
1368,1,10400
1368,2,12100
1368,3,289800
1368,4,19000
1368,5,10400
1368,6,5800
1370,2,500
1370,3,100
1371,1,78400
1371,2,62300
1371,3,50400
1371,4,160200
1371,5,92500
1371,6,21100
1373,1,16000
1373,2,5600
1373,3,4900
1373,4,7700
1373,5,28500
1373,6,9700
1377,1,15000
1377,4,2000
1378,1,16200
1378,2,5000
1378,3,9300
1378,5,27100
1379,2,1000
1379,3,21600
1379,4,1800
1379,5,500
1379,6,5200
1380,4,5000
1380,5,5000
1382,1,8500
1384,5,6000
1385,1,4700
1385,2,3400
1385,3,4200
1385,4,1800
1385,5,13500
1385,6,6000
1386,3,47500
1386,4,111500
1386,5,35100
1386,6,6500
1389,3,5400
1389,5,1000
1389,6,2000
1392,1,4000
1393,1,7900
1393,2,9700
1393,3,8000
1393,4,10000
1393,5,14700
1393,6,9000
1394,1,5000
1394,2,2000
1394,3,3100
1394,4,7000
1394,5,6000
1394,6,2300
1396,3,1800
1396,6,4500
1398,1,20600
1398,2,47400
1398,3,17600
1398,4,13900
1398,5,30600
1398,6,21900
1400,6,4000
1401,3,46000
1401,4,8000
1401,5,5000
1401,6,11000
1402,2,4000
1402,6,2000
1403,1,7400
1403,2,3700
1403,3,4200
1403,4,4500
1403,5,3300
1403,6,3000
1404,1,12400
1404,2,17800
1404,3,17600
1404,4,23600
1404,5,18400
1404,6,23700
1405,2,5000
1405,4,2000
1405,5,3000
1406,1,15500
1406,2,1500
1406,3,10000
1406,4,3400
1406,5,6700
1407,1,2900
1407,2,500
1407,3,6800
1407,4,3100
1407,5,3800
1407,6,1300
1408,1,5000
1408,5,2000
1408,6,1000
1410,4,23700
1410,5,90600
1410,6,77500
1412,5,1800
1412,6,10800
1413,1,1600
1413,2,1500
1413,3,1500
1413,4,1500
1413,5,1400
1414,1,6000
1414,2,4500
1414,3,2500
1414,5,4400
1414,6,4500
1417,4,5000
1419,1,2000
1419,2,3000
1419,3,2700
1419,4,4700
1419,5,3000
1419,6,2000
1420,1,9600
1420,2,12000
1420,3,30900
1420,4,35200
1420,5,80800
1420,6,23500
1422,6,11300
1423,2,23100
1423,3,12200
1423,5,6900
1424,1,14200
1424,2,10200
1424,3,20900
1424,4,2900
1424,5,4400
1424,6,4800
1425,2,12700
1425,3,1000
1425,4,2900
1425,5,2900
1427,2,8000
1428,1,6400
1428,2,3900
1428,3,15700
1428,4,9400
1428,5,6000
1428,6,2300
1430,1,9000
1430,2,11000
1430,3,12000
1430,4,11000
1430,5,10000
1431,1,11500
1431,2,8400
1431,5,10000
1432,3,5400
1432,5,4400
1432,6,10100
1434,1,9500
1434,3,21800
1435,1,5000
1436,1,22500
1436,2,22600
1436,4,22500
1436,5,22700
1436,6,22600
1437,1,41500
1437,2,41600
1437,3,30600
1437,4,41600
1437,5,42000
1437,6,21500
1438,1,900
1438,2,5200
1438,3,1700
1438,4,4900
1438,5,2100
1438,6,4100
1439,3,2000
1439,4,10000
1440,1,5600
1440,2,13100
1440,3,5400
1440,4,32000
1440,5,6500
1440,6,4200
1441,1,6100
1441,2,1000
1441,3,1000
1441,6,1800
1442,3,3000
1442,4,10000
1442,5,5000
1445,1,8700
1445,2,7600
1445,3,7700
1445,4,7700
1445,5,37500
1445,6,7000
1446,1,2300
1446,2,10000
1446,3,1800
1446,4,1300
1446,5,22100
1446,6,17800
1449,1,2700
1449,2,2700
1449,3,2100
1449,4,4300
1449,5,2700
1449,6,2700
1450,1,2800
1450,2,2600
1450,3,1500
1450,4,1000
1450,5,3600
1450,6,1500
1451,1,7100
1451,2,1000
1451,3,1000
1451,4,2000
1451,5,5000
1451,6,5000
1452,3,62900
1452,4,137700
1452,5,58500
1452,6,3500
1454,1,200
1454,2,3400
1454,3,20900
1454,5,100
1455,1,1000
1455,2,5000
1455,5,5000
1455,6,2000
1457,1,3900
1458,2,200
1458,3,500
1458,4,800
1458,5,6800
1458,6,2100
1459,1,7200
1459,3,12400
1459,4,3700
1459,5,5800
1459,6,1700
1461,1,2700
1461,2,3700
1461,3,6900
1461,4,6600
1461,5,7900
1461,6,4200
1463,1,4500
1463,2,2600
1463,3,3100
1463,4,1300
1463,5,3000
1463,6,3200
